朝向,单位面积租金（元/月/㎡）
南北,18.240343347639485
南,22.785531187695813
南北,26.31578947368421
南北,18.579960185799603
南北,18.907796685574464
南北,18.626598783062214
南,10.0
南,17.398869073510223
南北,23.888520238885203
南北,24.089935760171308
南北,24.18704649287826
南北,24.324324324324323
南北,24.68891961287774
南,42.85354171918326
南北,23.6096537250787
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南北,94.15810373766733
南北,108.49056603773585
南北,90.27307605506657
南北,79.19537499010058
南北,83.08408109006315
南北,94.15309292910273
南北,82.8125
南北,61.53846153846154
南北,100.28078620136382
南北,66.66666666666667
南北,53.30073349633252
南北,64.70588235294117
南北,81.27272727272727
南北,92.77421406987224
南北,65.1359713401726
南北,89.30718235839659
南,80.88010644064457
南北,85.39990146165216
南北,110.04784688995215
南北,43.87755102040816
南北,120.6896551724138
南北,76.92307692307692
南北,55.0
南北,91.74677889026287
南北,129.62962962962962
南北,145.84654407102093
南北,134.0546751567961
南北,121.56154487357598
南北,92.58116281940501
南北,171.53284671532847
南北,121.0580473336965
南北,152.82260720637638
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南北,77.97770070529084
南北,56.75675675675676
南北,89.92805755395683
南北,159.0909090909091
南北,136.60683793116536
南北,100.0
南北,124.0
南北,105.4481546572935
南北,74.69126581017827
南北,70.0280112044818
南北,138.44579546138567
南北,63.88143605468251
南北,113.79671355091266
南北,63.63636363636363
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南北,165.35433070866142
南北,170.0
南北,160.34206306787814
南北,82.85331018701176
南,111.11111111111111
南北,116.52424814116081
南北,128.27240394146114
南北,250.0
南北,198.78296146044624
南北,200.0
南北,127.90697674418605
南北,173.33333333333334
南北,188.14139110604333
南北,125.0
南北,166.66666666666666
南北,114.28571428571429
南北,284.4311377245509
南北,164.0625
南北,125.0
南北,154.83870967741936
南北,158.69237483138934
西,153.33333333333334
南北,15.794461408865958
南,21.21340687314383
南北,23.444283646888568
南北,21.260146888287593
南北,15.19756838905775
南北,14.921661278288983
南北,24.620434961017647
南北,19.518542615484712
南北,19.10016977928693
南,15.045425611943752
南北,19.09090909090909
南北,41.00198603369851
南北,71.62590811419216
南北,16.482610845557936
南北,25.892857142857142
南北,21.422450728363327
南北,23.741690408357076
南北,15.998720102391808
南,48.99374387578202
南北,23.520485584218513
南北,34.11513859275053
南北,28.571428571428573
南北,22.18770800976259
南北,18.94736842105263
南北,29.702970297029704
南北,25.56237218813906
南北,22.04030226700252
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南,287.97696184305255
南北,117.6470588235294
南北,91.83673469387755
东,104.71204188481676
南北,130.0
南北,191.42148174406236
南北,205.39382032505804
南,143.42728860064852
南北,153.4242997976105
南北,141.84397163120568
南,231.71135385633895
南北,118.21086261980831
南,137.5831231368952
南北,137.50429700928154
东,152.61044176706827
北,146.8031678578327
南,184.08134642356242
北,245.45454545454547
南北,142.42367948479782
南北,117.6470588235294
南北,91.83673469387755
东,104.71204188481676
南北,130.0
南,324.78632478632477
北,269.2307692307692
南,272.72727272727275
南,287.97696184305255
北,173.90094602114635
南北,191.66666666666666
南北,152.38095238095238
西,185.97731076808628
南,347.3026163463765
北,327.8688524590164
西,181.8181818181818
南,162.8411910669975
南北,186.66666666666666
北,131.13161728994658
南,173.697270471464
西,141.1042944785276
东,152.67175572519085
东,220.33898305084745
西,156.25
南,172.66187050359713
南北,166.66666666666666
南北,193.33333333333334
南北,230.76923076923077
北,186.56716417910448
西,136.69724770642202
西,201.68067226890756
南,167.6300578034682
西,196.5811965811966
东,297.8723404255319
南,177.26161369193156
西,245.45454545454547
南北,285.7142857142857
东,207.43301642178045
西,176.47058823529412
北,258.5315408479835
南,200.0
东,213.23529411764707
北,206.10687022900763
北,168.61219195849546
北,206.10687022900763
南,172.66187050359713
南北,166.66666666666666
南,350.64935064935065
南,186.66666666666666
北,181.25
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南,29.961649089165867
南北,44.0
南北,26.737967914438503
南北,24.092757114892336
南北,26.363636363636363
南北,39.33488288932595
南北,32.010975191494225
南北,37.03703703703704
南北,26.31578947368421
南北,29.26829268292683
南北,48.19277108433735
南北,26.861089792785876
南,38.888888888888886
西,21.242697822623477
南北,19.988895058300944
南北,38.20598006644518
南北,36.6067165366863
南北,61.14338122898196
南,226.13065326633165
西,195.23809523809524
南北,116.88875530173998
南北,135.35997292800542
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南北,218.39080459770116
东,152.67175572519085
南,207.31707317073173
西,213.48314606741573
南,211.26760563380282
北,290.90909090909093
南,237.5
西,180.0
南,175.2577319587629
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
西,197.93270288102045
南北,218.3112782965003
南北,356.60377358490564
南北,261.26126126126127
南北,107.52688172043011
南北,340.13605442176873
南北,203.13642642398636
南,150.7537688442211
南北,236.13963039014374
南北,234.04255319148936
南北,198.11320754716982
南北,79.84031936127745
南北,129.75256487628243
南北,157.79092702169626
南,207.2247237003684
南,270.8333333333333
南北,138.0952380952381
南北,204.63320463320463
北,288.26231871002614
南北,143.75
南北,147.6995790561997
南北,143.0615164520744
南北,145.27580028088528
南北,168.74077198903186
南,210.57381364217494
南北,195.55850182300298
南北,122.94740351754605
南北,35.35604103581795
东,149.96216550870193
南北,159.23566878980893
西,135.0
南北,128.3819124150064
南北,245.0
东,166.1792076575379
南北,178.57142857142858
西,195.27617630649058
南北,127.61904761904762
南北,100.82150858849887
南北,138.349137260998
南北,109.51228829746593
南,134.67467142625344
东,118.41326228537596
南北,98.11450456643425
南北,109.02255639097744
南北,140.5857740585774
东,118.41326228537596
西,130.15873015873015
南北,97.5609756097561
南北,133.6104513064133
南北,151.3148229763479
南北,101.32078885471323
南,154.34901035046303
南,149.21893215201678
西,111.97440585009142
西,84.11214953271028
南北,102.4407625155888
南,118.3127572016461
东,153.27868852459017
南北,103.47542458666067
南北,152.17122355561054
东,95.23809523809524
南北,114.25603739288498
东,137.14101323007424
南北,138.8567461235825
西,102.06581203560056
南,100.0
南,109.76948408342481
南北,123.62675566680574
南北,94.13008989952407
西,111.97470688973785
南,116.62904439428142
南北,140.2451693330563
南,132.39002521714767
南北,121.26724268606942
南北,92.26190476190476
南北,84.52971957600965
南北,82.6086956521739
南北,120.83333333333333
南北,92.26190476190476
南北,84.52971957600965
南北,82.6086956521739
南北,110.90814196242171
南北,96.02048436999893
西,84.11214953271028
南北,102.4407625155888
南,118.3127572016461
南北,100.82150858849887
南北,138.349137260998
南北,109.51228829746593
南,134.67467142625344
东,153.27868852459017
南北,103.47542458666067
南北,152.17122355561054
南北,120.83333333333333
东,114.35105774728417
南北,140.90259342454564
东,120.0
南北,146.06741573033707
东,81.65857641881776
北,102.80373831775701
南北,111.57348772691635
南,128.47033206314643
南,158.46383296047725
南北,123.37662337662337
南,101.20481927710843
北,143.3415536374846
西,326.5765765765766
西,155.24193548387098
南北,136.69064748201438
南,110.73475768629494
南北,116.8637043076505
北,266.6666666666667
南北,100.77994917185173
东,94.76876421531463
南,118.73515810523683
南北,110.92150170648463
北,127.11230746224015
东,107.4766355140187
南,72.71793994353666
南北,150.0
南北,101.67768174885613
南,167.58675078864354
东,120.27242428633531
南北,133.10914950259212
南,138.7203051846714
南北,190.96117122851686
西,89.5550527903469
北,107.62975364745276
南北,153.4090909090909
东,88.9125989152663
西,134.83903590089332
南,123.94366197183099
南北,134.44444444444446
南,146.55172413793105
南,149.51121334100057
南北,140.90259342454564
东,114.35105774728417
西,138.05424719831086
西,109.98075336816058
东,134.0809361287177
南北,105.84810796507013
南北,104.59099416492349
南北,181.8181818181818
南北,102.15865683574665
南北,153.55741341068077
北,127.11230746224015
东,107.4766355140187
南,72.71793994353666
西,85.01485199221551
南北,150.0
南北,101.67768174885613
东,120.27242428633531
南北,133.10914950259212
南北,121.34831460674157
南北,136.17143266681
南北,129.52605239917574
南,124.21452579278093
南,143.75
南,255.7544757033248
南北,105.84810796507013
北,132.8125
北,127.11230746224015
东,107.4766355140187
南,72.71793994353666
西,85.01485199221551
东,127.71259474613228
南,138.7203051846714
南,167.58675078864354
南北,133.10914950259212
东,120.27242428633531
南,84.82142857142857
南北,158.33333333333334
南北,145.1378809869376
南北,106.19469026548673
南北,153.55741341068077
南北,150.0
南北,101.67768174885613
西,89.71598482518199
南北,121.34831460674157
南北,136.17143266681
南,163.0561378989052
南北,129.46428571428572
南,129.87012987012986
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南,119.33174224343675
南北,44.31818181818182
南北,135.30135301353013
南北,91.87279151943463
南北,33.9966832504146
南,135.99891200870394
南北,141.1764705882353
南北,150.06002400960384
南,127.10280373831776
南北,160.73059360730593
西,145.0844521437852
北,120.25316455696202
南北,140.10507880910683
南北,111.76470588235294
南,126.7605633802817
东,104.71204188481676
南北,133.422281521014
南,124.50199203187252
南北,149.2537313432836
南北,138.55213023900242
东,91.95402298850574
南北,157.79092702169626
北,97.92949076664802
南,147.82806458949284
北,124.13793103448276
南北,118.35143414090784
南北,61.519532451553374
南北,63.333333333333336
南北,82.76037687802393
南北,40.476190476190474
南北,69.42889137737963
南北,74.87271638215034
南北,58.58459615685049
南北,62.28977201943441
南北,61.64333889332077
南北,55.172413793103445
南北,55.70469798657718
南北,61.55405894706351
南北,70.3125
南北,66.66666666666667
南北,53.05780508237922
南,92.5925925925926
南,64.48092852537076
南北,43.18181818181818
南北,72.00072000720007
南北,53.47911343514172
南北,48.3271375464684
南北,43.30708661417323
南北,62.5
南北,70.5601389491967
南北,77.21411474017451
南北,80.18867924528301
南北,105.76923076923077
南北,82.96821105621329
南北,71.875
南北,54.8348268021934
南北,56.19463175988365
南北,75.19927808693038
南北,74.24242424242425
南北,51.829268292682926
南北,100.0
南,47.824487475335275
南北,75.54723316329824
南北,66.34721710283819
南北,60.12658227848101
南北,61.7145421903052
南北,79.74776950425975
南北,77.92207792207792
南北,86.94782608695652
南北,81.13207547169812
南北,30.664886900681843
南北,65.07239303725395
南北,69.23076923076923
南北,66.43356643356644
南北,83.88974490669406
南北,80.18867924528301
南北,57.99561496569772
南北,61.53846153846154
南北,52.93526017680377
南北,59.86337065990563
南北,64.57167455876022
南北,65.93406593406593
南北,38.41229193341869
南北,21.028608273662062
南北,48.21917808219178
南北,50.0
南北,89.71085501345664
南北,93.34453467749464
南北,61.55405894706351
南,64.48092852537076
南北,83.83851412356508
南,64.19817132481681
南北,64.8854961832061
南北,48.484848484848484
南北,46.99767776180471
南北,52.083333333333336
南北,69.76744186046511
南北,78.30188679245283
南北,69.44444444444444
南北,74.17730623988491
南北,73.01401869158877
南北,73.22654462242564
南北,62.7906976744186
南北,75.26342197691922
南北,56.45161290322581
南北,65.6
南北,62.11573809976548
南北,98.89023184265464
南北,52.083333333333336
南北,60.283687943262414
南北,56.45161290322581
南北,82.72819192940527
南北,73.33333333333333
南北,75.0
南北,78.30188679245283
南北,64.79578157118598
南北,87.61904761904762
南北,98.95833333333333
南北,46.99767776180471
南北,52.083333333333336
南北,69.44444444444444
南北,73.01401869158877
南北,73.22654462242564
南北,75.26342197691922
南北,56.45161290322581
南北,65.6
南北,62.11573809976548
南北,98.89023184265464
南北,60.283687943262414
南北,56.45161290322581
南北,82.72819192940527
南北,78.30188679245283
南北,64.79578157118598
南北,87.61904761904762
南北,69.8529411764706
南北,66.11570247933884
南北,75.0
南北,61.97604790419162
南北,58.44155844155844
南北,57.98950389979414
南北,88.11737233995682
南北,74.17730623988491
南北,52.083333333333336
南北,98.95833333333333
南北,72.46376811594203
南北,61.7145421903052
南北,79.74776950425975
南北,77.92207792207792
南北,86.94782608695652
南北,81.13207547169812
南北,52.980132450331126
南北,66.52360515021459
南北,83.9622641509434
南北,65.89147286821705
南北,62.084897487727396
南北,61.81818181818182
南北,89.0125173852573
南北,85.9375
南北,103.44827586206897
南,100.0
南北,80.18867924528301
北,62.04832469523323
南北,76.41509433962264
南北,86.01398601398601
南北,49.5688757445745
南北,61.82795698924731
南北,45.45454545454545
南北,73.86363636363636
南北,57.142857142857146
南北,69.56521739130434
南北,86.36363636363636
南北,71.17437722419929
南北,56.156690864265165
南北,52.27087931234754
南北,63.755180108383804
南北,79.13669064748201
南北,65.08921050616433
南北,41.30434782608695
南北,70.3125
南北,91.66666666666667
南北,94.9367088607595
南,80.35714285714286
南北,54.119312268431784
南北,61.7145421903052
南北,79.74776950425975
南北,77.92207792207792
南北,86.94782608695652
南北,81.13207547169812
南北,66.52360515021459
南北,82.41758241758242
南北,58.678066976822166
南北,73.27796775769419
东,67.37476220672163
南北,98.4251968503937
南,64.19817132481681
南北,64.8854961832061
南,66.15384615384616
南北,89.17493796526054
南北,56.60377358490566
南北,63.46153846153846
南北,94.9367088607595
南北,56.156690864265165
南,80.35714285714286
南,66.66666666666667
南北,62.24066390041494
南北,61.7145421903052
南北,79.74776950425975
南北,77.92207792207792
南北,52.980132450331126
南北,66.52360515021459
南北,74.34519043806473
南北,91.66666666666667
南北,54.119312268431784
南北,89.96041741633681
南北,72.46376811594203
南北,86.94782608695652
南北,81.13207547169812
南北,45.45454545454545
南北,57.142857142857146
南北,86.36363636363636
南北,83.9622641509434
南北,89.0125173852573
南北,58.8235294117647
南北,64.51612903225806
南北,72.72727272727273
南北,50.380785002929116
南北,111.45786892554614
南北,167.75560656895638
东,105.1926938892608
南北,124.46917557475471
南北,114.38568160409096
南,145.49145660632718
南,175.9572072072072
南,98.2640026203734
西,166.0126773317235
东,138.79485443466487
南,123.28767123287672
南,118.71037366788076
南北,121.70087976539588
南北,178.57142857142858
东,148.18473697209186
南北,158.41584158415841
南北,105.09721492380451
南北,118.91891891891892
东,107.13329167038657
西,113.27649208282583
南北,104.34264135943556
北,130.0887664524028
南北,96.43821525009645
南北,66.43356643356644
南北,61.64333889332077
南北,77.35849056603773
南北,65.69343065693431
南北,55.70469798657718
南,66.68819635071856
南北,62.5
南北,76.12557094178206
南北,55.172413793103445
南北,70.8955223880597
南北,30.664886900681843
南北,69.23076923076923
南北,83.88974490669406
南北,21.028608273662062
南,61.72745307492751
南北,48.21917808219178
南北,50.0
南北,64.57167455876022
南北,59.86337065990563
南北,57.99561496569772
南北,61.53846153846154
南北,47.53282028066999
南北,67.96875
南北,50.8525276697577
南北,62.5
南北,59.74040080377994
南北,58.44155844155844
南,93.64464976900986
南北,99.09252112235318
东,74.46808510638297
西,156.56565656565655
南北,166.66666666666666
南北,221.12655012699832
南北,76.27118644067797
南北,125.02757961314997
西,120.84105373398856
北,123.6842105263158
西,131.42857142857142
北,148.4375
南北,123.94366197183099
南北,124.64942349641633
北,96.11650485436893
南北,127.63339996924496
南北,137.50429700928154
南北,139.0625
南北,117.6470588235294
南北,121.62162162162163
南北,91.30434782608695
南北,116.66666666666667
南北,163.9021831770799
南北,88.07692307692308
南北,108.55263157894737
南北,87.69731896767726
南北,116.34349030470914
南北,51.78791615289766
南北,90.9090909090909
南北,50.0
南北,98.32841691248771
南北,44.68645007530494
南北,59.210136775415954
南北,126.15997084302896
南北,127.86237359060793
南北,57.98950389979414
南北,73.6842105263158
南北,171.875
南北,88.11737233995682
南北,111.08025548458761
南北,90.9090909090909
南北,134.04417364813403
北,105.95583314744592
东,101.65032288926093
南北,137.93103448275863
南北,149.92503748125935
南北,120.14134275618375
东,87.45733788395904
南北,128.23885308430883
南,129.79683972911965
南北,142.78619319592747
南,102.35833606288895
南北,141.643059490085
南北,106.51418320439511
东,88.76845449448702
南北,150.87719298245614
南,145.30860780514806
南北,132.85714285714286
南北,122.64150943396227
南,140.98360655737704
西,136.90190978164145
西,186.74698795180723
南,123.29931972789116
南北,125.9013391324253
北,123.81554011370814
南,135.80246913580248
南,151.285930408472
东,111.27596439169139
南北,112.3971365491403
南北,125.0
东,121.67300380228137
南北,119.11764705882354
南,101.66129432184478
南北,141.42857142857142
南北,146.34146341463415
南,150.0
南北,117.33154542406973
南北,129.92125984251967
南北,106.06060606060606
东,146.78899082568807
南北,133.90777829529577
南北,200.0
南北,115.50922665164109
南北,144.5978878960195
南北,107.89473684210526
南,121.05681717769727
东,154.03573629081947
东,135.41666666666666
东,173.41040462427745
南,184.7826086956522
南,121.24886329190663
南北,135.92233009708738
南,124.02933563416738
南北,108.97619730427301
南北,125.13034410844631
南北,136.36363636363637
南北,124.28571428571429
东,130.43478260869566
南,127.27272727272727
南北,134.04417364813403
南北,256.79758308157096
南北,163.29196603527106
南北,134.92759982448442
南北,89.0909090909091
南北,58.8235294117647
南北,64.51612903225806
南北,72.72727272727273
南北,50.380785002929116
南北,74.34519043806473
南北,94.9367088607595
南北,54.119312268431784
南北,89.96041741633681
南北,76.5625
南北,74.21875
东,91.0378312765527
南北,88.83486066953432
南北,69.56521739130434
南北,81.63265306122449
南北,81.44946808510639
南北,52.21023320570832
南北,65.24794218028508
南北,65.04065040650407
南北,89.17493796526054
南北,73.84575868490336
南北,63.349458650080635
南北,82.41758241758242
南北,58.678066976822166
南北,73.27796775769419
南,64.19817132481681
南北,64.8854961832061
南北,48.484848484848484
西,136.90190978164145
西,186.74698795180723
南,123.29931972789116
南北,125.9013391324253
南,135.80246913580248
南,151.285930408472
东,111.27596439169139
南北,112.90322580645162
南北,112.3971365491403
南北,125.0
东,121.67300380228137
南北,119.11764705882354
南,101.66129432184478
南北,141.42857142857142
南北,146.34146341463415
南,150.0
南北,105.14457378895982
南北,104.93827160493827
北,145.13788098693757
南,130.29315960912052
南北,111.87246538945601
南北,107.69659270262743
南,253.5211267605634
南北,142.42985329725113
东,122.36979555290254
南北,104.14496979795877
南,101.66129432184478
南北,141.42857142857142
南北,146.34146341463415
南,150.0
南北,105.14457378895982
南北,104.93827160493827
西,116.22115224970945
南,103.03030303030303
南北,79.27927927927928
西,156.56565656565655
南北,166.66666666666666
南北,221.12655012699832
南北,76.27118644067797
南北,125.02757961314997
西,120.84105373398856
北,123.6842105263158
西,131.42857142857142
北,148.4375
南北,123.94366197183099
南北,124.64942349641633
南,102.80478265728014
南,152.25850109964472
南北,111.86440677966101
东,150.0484027105518
南,202.7972027972028
北,132.2576378785875
南北,95.48985757444972
西,145.6664238892935
北,146.15384615384616
东,145.2081316553727
南北,155.0
南,122.66666666666667
南北,146.60069635330768
北,134.77088948787062
南北,83.46046845553262
南北,96.46032544875021
北,151.1627906976744
南北,114.29258902791145
南,152.38313473877176
西,128.83277505797474
南北,130.0
南北,210.4524728165556
南北,326.6787658802178
西,116.23080116230801
西,136.90190978164145
西,186.74698795180723
南,123.29931972789116
南,253.5211267605634
南北,134.38735177865613
西,65.26989099928203
东,98.5977212971078
南北,112.90322580645162
东,121.67300380228137
南,117.9245283018868
北,145.13788098693757
南,130.29315960912052
南北,111.87246538945601
南,110.03117549972492
南,132.85714285714286
